关卡牌局代码,地形编号,开始次数,净过关次数,在线胜率(%),模拟胜率(%),差值(sim-online),绝对差值,模拟胜利,模拟失败,模拟平均步数,耗时ms,地形总牌数
9-8-6-17-375464610,400011,90,58,64.44,99.00,34.56,34.56,198,2,90.0,445,90
6-9-2-11-2139928831,100026,90,36,40.00,100.00,60.00,60.00,200,0,54.0,252,54
9-1-8-14-67570187,100080,90,51,56.67,99.00,42.33,42.33,198,2,69.0,682,69
7-3-7-13-690613721,200012,90,46,51.11,99.00,47.89,47.89,198,2,54.0,136,54
7-8-2-17-1850917516,100096,90,29,32.22,90.00,57.78,57.78,180,20,96.0,1258,96
9-6-2-15-2037519633,100004,89,12,13.48,100.00,86.52,86.52,200,0,60.0,233,60
1-2-3-17-2024967092,100021,89,18,20.22,98.00,77.78,77.78,196,4,72.0,289,72
7-2-1-17-1213979908,100081,89,35,39.33,70.00,30.67,30.67,140,60,72.0,813,72
8-5-8-23-1060394627,400014,89,11,12.36,14.00,1.64,1.64,28,172,108.0,1513,108
9-1-4-10-1293520288,100088,89,53,59.55,96.50,36.95,36.95,193,7,72.0,1883,72
9-4-9-22-1705716968,100089,88,37,42.05,84.50,42.45,42.45,169,31,114.0,1116,114
1-3-5-11-1550185323,100010,88,33,37.50,100.00,62.50,62.50,200,0,54.0,252,54
2-3-3-13-887403131,100008,88,43,48.86,76.00,27.14,27.14,152,48,42.0,61,42
1-9-9-19-1713350578,100066,88,9,10.23,68.50,58.27,58.27,137,63,93.0,2344,93
8-4-4-18-1300618877,400017,88,46,52.27,91.00,38.73,38.73,182,18,117.0,718,117
8-3-7-10-2069224539,100030,88,57,64.77,98.50,33.73,33.73,197,3,66.0,356,66
2-8-8-8-316475655,100008,88,54,61.36,100.00,38.64,38.64,200,0,42.0,104,42
9-7-6-15-295665360,100036,88,37,42.05,95.50,53.45,53.45,191,9,90.0,622,90
4-3-1-20-220839910,100064,88,33,37.50,94.00,56.50,56.50,188,12,126.0,2909,126
3-3-3-17-1110666547,100010,87,1,1.15,0.00,-1.15,1.15,0,200,0.0,54,54
5-1-4-23-14603379,100070,87,17,19.54,95.00,75.46,75.46,190,10,117.0,2456,117
8-6-1-12-1082632573,200012,87,28,32.18,100.00,67.82,67.82,200,0,54.0,196,54
4-8-9-12-149112087,100016,87,50,57.47,100.00,42.53,42.53,200,0,66.0,381,66
9-3-8-10-1304359990,100002,87,40,45.98,100.00,54.02,54.02,200,0,39.0,66,39
8-8-2-22-587894990,100089,87,15,17.24,91.50,74.26,74.26,183,17,114.0,1425,114
7-4-2-17-734626566,100065,87,31,35.63,90.50,54.87,54.87,181,19,108.0,2762,108
7-3-1-18-1782825445,100007,86,47,54.65,96.50,41.85,41.85,193,7,69.0,309,69
3-4-2-16-911008147,100051,86,32,37.21,80.00,42.79,42.79,160,40,105.0,2342,105
1-1-2-25-887873705,100094,86,31,36.05,94.00,57.95,57.95,188,12,99.0,1005,99
9-8-6-17-1087970045,400011,86,41,47.67,98.00,50.33,50.33,196,4,90.0,442,90
8-5-1-20-1386162484,100063,86,15,17.44,79.00,61.56,61.56,158,42,99.0,830,99
8-3-1-24-1407092183,100065,86,17,19.77,61.50,41.73,41.73,123,77,108.0,899,108
3-6-2-14-1438418617,100010,86,11,12.79,63.00,50.21,50.21,126,74,54.0,116,54
1-1-2-13-1282619271,100009,85,15,17.65,7.00,-10.65,10.65,14,186,42.0,61,42
5-5-9-15-517406857,100013,85,49,57.65,100.00,42.35,42.35,200,0,72.0,243,72
2-9-7-14-1999419633,200024,85,54,63.53,98.00,34.47,34.47,196,4,72.0,282,72
9-3-9-19-32621500,100034,85,21,24.71,40.50,15.79,15.79,81,119,72.0,220,72
8-7-8-14-1929620878,100020,85,54,63.53,98.00,34.47,34.47,196,4,66.0,171,66
5-7-4-21-603520387,100052,85,1,1.18,45.00,43.82,43.82,90,110,120.0,935,120
6-4-4-10-382850796,200003,85,23,27.06,94.50,67.44,67.44,189,11,42.0,98,42
9-4-8-13-1619317295,100026,84,15,17.86,97.50,79.64,79.64,195,5,54.0,165,54
8-3-7-10-1992522827,100030,84,48,57.14,98.50,41.36,41.36,197,3,66.0,321,66
6-1-8-17-1825514533,200053,84,51,60.71,100.00,39.29,39.29,200,0,72.0,329,72
7-9-6-16-240482762,200053,84,34,40.48,92.00,51.52,51.52,184,16,72.0,302,72
9-9-6-9-1712176527,100002,84,63,75.00,100.00,25.00,25.00,200,0,39.0,60,39
1-6-4-23-436555680,100051,83,5,6.02,89.00,82.98,82.98,178,22,105.0,1188,105
9-4-9-13-1557693586,100034,83,40,48.19,88.50,40.31,40.31,177,23,72.0,328,72
8-6-4-13-635196595,100031,83,64,77.11,100.00,22.89,22.89,200,0,60.0,152,60
8-3-7-13-770797147,100038,83,61,73.49,94.50,21.01,21.01,189,11,54.0,136,54
4-3-1-21-897221811,100086,83,25,30.12,81.50,51.38,51.38,163,37,117.0,2380,117
3-7-2-21-1690316257,400013,83,8,9.64,26.50,16.86,16.86,53,147,108.0,2959,108
5-8-2-17-441419464,100013,83,56,67.47,97.50,30.03,30.03,195,5,72.0,350,72
9-8-1-15-1496184998,100066,83,37,44.58,96.00,51.42,51.42,192,8,93.0,4541,93
8-1-8-16-56729846,100060,83,19,22.89,49.50,26.61,26.61,99,101,84.0,894,84
7-5-4-19-706894999,100070,83,17,20.48,42.50,22.02,22.02,85,115,117.0,1637,117
8-1-8-22-1749019701,100055,83,38,45.78,98.00,52.22,52.22,196,4,84.0,533,84
8-1-8-22-1470601364,100055,83,27,32.53,58.00,25.47,25.47,116,84,84.0,431,84
7-4-4-14-640191423,100066,83,20,24.10,82.00,57.90,57.90,164,36,93.0,2110,93
1-8-9-12-694809970,200004,82,43,52.44,100.00,47.56,47.56,200,0,48.0,215,48
8-6-4-16-313784303,100066,82,0,0.00,10.50,10.50,10.50,21,179,93.0,1288,93
1-8-4-17-1778770428,100067,82,33,40.24,98.00,57.76,57.76,196,4,90.0,1850,90
9-8-2-18-1519330784,400014,82,17,20.73,78.50,57.77,57.77,157,43,108.0,3370,108
7-1-2-21-1449527362,100055,82,54,65.85,99.50,33.65,33.65,199,1,84.0,716,84
3-8-5-15-1163357816,200013,82,54,65.85,90.50,24.65,24.65,181,19,63.0,207,63
6-2-4-14-549473117,200010,82,17,20.73,68.50,47.77,47.77,137,63,57.0,261,57
7-9-7-21-2047226872,100094,82,29,35.37,91.50,56.13,56.13,183,17,99.0,629,99
8-8-3-18-536999543,100069,82,32,39.02,72.50,33.48,33.48,145,55,114.0,1506,114
7-8-1-22-1737496910,100095,82,60,73.17,100.00,26.83,26.83,200,0,90.0,640,90
8-9-2-14-86144630,100033,81,56,69.14,100.00,30.86,30.86,200,0,60.0,347,60
3-9-8-19-1116858733,100036,81,26,32.10,50.00,17.90,17.90,100,100,90.0,784,90
2-8-4-15-2074336301,100062,81,8,9.88,86.50,76.62,76.62,173,27,72.0,492,72
4-4-1-24-1688656164,100061,81,17,20.99,80.50,59.51,59.51,161,39,102.0,1077,102
5-3-6-9-2097543456,100048,81,57,70.37,99.50,29.13,29.13,199,1,66.0,914,66
4-9-9-17-1694114719,100034,81,23,28.40,99.50,71.10,71.10,199,1,72.0,292,72
2-8-9-13-1399915738,100028,81,31,38.27,98.50,60.23,60.23,197,3,54.0,337,54
7-2-4-22-827634609,400017,81,37,45.68,99.00,53.32,53.32,198,2,117.0,1133,117
8-6-6-21-536698734,100089,81,18,22.22,99.00,76.78,76.78,198,2,114.0,1086,114
6-8-5-11-1436193372,100060,81,46,56.79,98.00,41.21,41.21,196,4,84.0,907,84
7-5-3-21-127802266,100076,81,28,34.57,49.00,14.43,14.43,98,102,90.0,478,90
8-8-7-20-860823072,100052,80,5,6.25,44.00,37.75,37.75,88,112,120.0,512,120
8-2-6-19-1449477573,100067,80,28,35.00,83.50,48.50,48.50,167,33,90.0,883,90
7-7-6-17-338771915,200024,80,14,17.50,49.00,31.50,31.50,98,102,72.0,152,72
9-7-7-11-1547171588,200007,80,51,63.75,100.00,36.25,36.25,200,0,57.0,183,57
7-5-6-12-341954393,200012,80,17,21.25,97.50,76.25,76.25,195,5,54.0,128,54
6-9-4-16-1132324714,100069,80,8,10.00,39.50,29.50,29.50,79,121,114.0,2424,114
8-4-1-12-179810737,100090,80,19,23.75,87.50,63.75,63.75,175,25,81.0,1179,81
7-4-2-17-444346255,100065,80,33,41.25,99.00,57.75,57.75,198,2,108.0,1842,108
1-6-8-14-1393071092,200007,80,23,28.75,98.50,69.75,69.75,197,3,57.0,236,57
1-7-2-23-443290047,100083,80,36,45.00,90.50,45.50,45.50,181,19,90.0,972,90
7-5-5-13-2120569166,100084,80,15,18.75,72.00,53.25,53.25,144,56,102.0,4342,102
8-8-5-17-694964292,100096,79,3,3.80,28.50,24.70,24.70,57,143,96.0,1398,96
1-6-8-12-165705023,200010,79,73,92.41,100.00,7.59,7.59,200,0,57.0,424,57
9-7-5-21-664458104,100089,79,39,49.37,77.00,27.63,27.63,154,46,114.0,1259,114
1-1-1-19-2012627272,100070,79,14,17.72,85.50,67.78,67.78,171,29,117.0,1726,117
7-2-4-22-279842304,400017,79,22,27.85,83.50,55.65,55.65,167,33,117.0,1117,117
6-6-7-16-1435570040,100086,79,25,31.65,83.00,51.35,51.35,166,34,117.0,2363,117
3-2-2-20-775187014,500001,79,9,11.39,100.00,88.61,88.61,200,0,78.0,269,78
3-3-3-11-621178115,200007,79,23,29.11,93.00,63.89,63.89,186,14,57.0,216,57
9-3-1-10-818425995,200012,79,41,51.90,100.00,48.10,48.10,200,0,54.0,333,54
7-2-5-20-614520459,100052,79,30,37.97,100.00,62.03,62.03,200,0,120.0,1083,120
8-9-8-13-1108902559,100072,79,66,83.54,97.00,13.46,13.46,194,6,63.0,352,63
7-2-1-17-284192929,100081,78,42,53.85,91.00,37.15,37.15,182,18,72.0,813,72
4-5-8-14-285261021,100023,78,50,64.10,100.00,35.90,35.90,200,0,54.0,203,54
3-9-4-10-1138325986,100010,78,17,21.79,100.00,78.21,78.21,200,0,54.0,270,54
9-4-1-13-745768116,200015,78,33,42.31,99.00,56.69,56.69,198,2,54.0,317,54
6-1-3-23-1299187324,100064,78,17,21.79,92.50,70.71,70.71,185,15,126.0,2320,126
9-6-1-22-1760498117,100096,78,11,14.10,43.00,28.90,28.90,86,114,96.0,1841,96
9-2-7-17-2033127319,100034,78,29,37.18,76.00,38.82,38.82,152,48,72.0,231,72
8-9-1-15-1370521911,100020,78,37,47.44,91.00,43.56,43.56,182,18,66.0,290,66
9-4-2-10-2094694518,100048,78,52,66.67,98.50,31.83,31.83,197,3,66.0,1060,66
2-3-1-15-1350960402,100078,78,57,73.08,94.50,21.42,21.42,189,11,81.0,1761,81
9-3-7-8-1064664828,200003,78,42,53.85,97.00,43.15,43.15,194,6,42.0,197,42
2-2-1-15-1289821841,200004,78,54,69.23,79.50,10.27,10.27,159,41,48.0,88,48
8-6-4-16-864246675,100066,78,7,8.97,61.50,52.53,52.53,123,77,93.0,1318,93
3-3-4-19-1899153574,100052,78,17,21.79,85.00,63.21,63.21,170,30,120.0,791,120
9-2-2-10-2066349587,100002,78,64,82.05,100.00,17.95,17.95,200,0,39.0,83,39
7-2-1-23-999220907,100095,77,42,54.55,79.50,24.95,24.95,159,41,90.0,1096,90
1-6-4-23-1201190852,100051,77,10,12.99,88.50,75.51,75.51,177,23,105.0,1460,105
9-6-2-15-1342747756,100004,77,0,0.00,99.00,99.00,99.00,198,2,60.0,231,60
5-8-2-15-1892273216,200007,77,6,7.79,84.00,76.21,76.21,168,32,57.0,142,57
5-3-5-14-814007500,100026,77,17,22.08,97.50,75.42,75.42,195,5,54.0,211,54
6-9-3-15-1126867197,100013,77,25,32.47,96.00,63.53,63.53,192,8,72.0,338,72
6-2-2-17-1298247508,100071,77,23,29.87,54.50,24.63,24.63,109,91,72.0,530,72
7-1-4-23-388496491,100066,77,27,35.06,79.50,44.44,44.44,159,41,93.0,1571,93
4-2-1-16-1983059983,100043,77,28,36.36,97.00,60.64,60.64,194,6,78.0,776,78
7-2-3-19-1937665787,100079,77,26,33.77,86.50,52.73,52.73,173,27,75.0,407,75
7-7-4-21-717668643,100064,76,12,15.79,36.00,20.21,20.21,72,128,126.0,2948,126
9-6-2-15-1642423418,100004,76,3,3.95,100.00,96.05,96.05,200,0,60.0,212,60
1-4-1-13-612039617,100046,76,69,90.79,99.50,8.71,8.71,199,1,57.0,239,57
2-1-4-11-1027936962,100037,76,48,63.16,85.50,22.34,22.34,171,29,66.0,530,66
7-3-2-10-1514043743,100088,76,17,22.37,53.50,31.13,31.13,107,93,72.0,1790,72
6-4-2-9-709916655,100009,76,29,38.16,99.50,61.34,61.34,199,1,42.0,105,42
9-7-5-21-529552217,100089,76,47,61.84,90.00,28.16,28.16,180,20,114.0,1281,114
9-9-7-22-1480229751,100036,76,3,3.95,0.50,-3.45,3.45,1,199,90.0,318,90
7-7-6-19-1244119665,100065,76,16,21.05,86.50,65.45,65.45,173,27,108.0,1361,108
6-7-4-21-1460376216,100069,76,1,1.32,18.00,16.68,16.68,36,164,114.0,1309,114
8-7-1-16-2140459908,100075,76,26,34.21,84.00,49.79,49.79,168,32,84.0,5251,84
4-5-7-20-1654089854,100092,76,46,60.53,93.50,32.97,32.97,187,13,75.0,194,75
6-4-2-9-1314560216,100009,76,51,67.11,100.00,32.89,32.89,200,0,42.0,123,42
9-8-1-18-1908818816,100085,76,16,21.05,70.00,48.95,48.95,140,60,84.0,638,84
7-4-2-19-990143100,100052,76,53,69.74,98.50,28.76,28.76,197,3,120.0,1102,120
7-3-6-13-368661731,200024,76,26,34.21,74.50,40.29,40.29,149,51,72.0,261,72
1-3-7-17-745517695,100097,76,46,60.53,100.00,39.47,39.47,200,0,84.0,564,84
6-6-2-22-1142842823,100086,76,11,14.47,36.00,21.53,21.53,72,128,117.0,1863,117
7-8-4-25-1632082144,100064,76,5,6.58,54.50,47.92,47.92,109,91,126.0,1689,126
6-9-6-15-1054727787,100061,75,7,9.33,81.00,71.67,71.67,162,38,102.0,1181,102
3-8-5-15-1289724793,200013,75,37,49.33,90.00,40.67,40.67,180,20,63.0,176,63
1-4-2-15-1506126037,100047,75,51,68.00,92.00,24.00,24.00,184,16,72.0,1317,72
9-5-3-10-2004706309,100080,75,42,56.00,85.50,29.50,29.50,171,29,69.0,781,69
7-6-5-22-960390540,100069,75,5,6.67,39.00,32.33,32.33,78,122,114.0,1075,114
8-3-3-13-1254649659,100034,75,12,16.00,94.00,78.00,78.00,188,12,72.0,239,72
1-9-5-24-1457881043,100084,75,6,8.00,37.00,29.00,29.00,74,126,102.0,4527,102
8-9-8-18-1767822311,400017,75,4,5.33,24.50,19.17,19.17,49,151,117.0,647,117
1-6-2-25-1378927345,100061,75,28,37.33,70.50,33.17,33.17,141,59,102.0,1179,102
2-3-7-18-1196222626,100097,75,9,12.00,75.50,63.50,63.50,151,49,84.0,508,84
3-2-8-11-1534644410,200004,75,15,20.00,99.50,79.50,79.50,199,1,48.0,210,48
8-4-3-17-60599754,100096,74,21,28.38,45.00,16.62,16.62,90,110,96.0,1067,96
8-1-5-14-942181175,100041,74,27,36.49,85.00,48.51,48.51,170,30,72.0,326,72
7-4-4-18-2116470307,400011,74,40,54.05,100.00,45.95,45.95,200,0,90.0,548,90
7-8-5-18-346569462,200053,74,41,55.41,84.00,28.59,28.59,168,32,72.0,208,72
3-5-9-9-742644731,200004,74,34,45.95,100.00,54.05,54.05,200,0,48.0,208,48
1-5-2-25-2080038894,100063,74,9,12.16,49.50,37.34,37.34,99,101,99.0,1027,99
2-3-2-14-557100828,200015,74,0,0.00,0.00,0.00,0.00,0,200,0.0,108,54
2-2-1-11-1480068895,100002,74,34,45.95,37.50,-8.45,8.45,75,125,39.0,53,39
2-2-7-13-1625212562,100056,74,66,89.19,96.00,6.81,6.81,192,8,54.0,504,54
5-6-3-14-2139886946,100041,74,35,47.30,97.50,50.20,50.20,195,5,72.0,323,72
1-5-8-24-691454423,100083,74,32,43.24,53.50,10.26,10.26,107,93,90.0,417,90
7-6-1-15-624382330,100058,74,22,29.73,100.00,70.27,70.27,200,0,84.0,1219,84
5-4-1-23-1565487001,400012,74,20,27.03,96.00,68.97,68.97,192,8,108.0,1331,108
3-2-3-19-140012296,200007,73,40,54.79,34.00,-20.79,20.79,68,132,57.0,96,57
4-3-5-13-268010427,100059,73,16,21.92,94.00,72.08,72.08,188,12,81.0,542,81
1-6-5-22-308921490,100070,73,21,28.77,63.00,34.23,34.23,126,74,117.0,2619,117
5-1-3-17-1864927268,100051,73,20,27.40,49.00,21.60,21.60,98,102,105.0,1901,105
2-6-1-9-1557134727,100008,73,53,72.60,100.00,27.40,27.40,200,0,42.0,231,42
8-6-8-16-1136404175,100076,73,5,6.85,74.00,67.15,67.15,148,52,90.0,609,90
2-8-1-22-1308041018,400015,73,58,79.45,100.00,20.55,20.55,200,0,90.0,1022,90
3-2-3-14-434925431,200003,73,6,8.22,0.00,-8.22,8.22,0,200,0.0,46,42
7-5-4-15-319530991,100063,73,25,34.25,97.50,63.25,63.25,195,5,99.0,1261,99
1-6-2-25-1382367787,100061,73,14,19.18,81.00,61.82,61.82,162,38,102.0,932,102
5-2-2-6-1721953867,100002,73,58,79.45,100.00,20.55,20.55,200,0,39.0,145,39
9-4-6-19-1548713907,100070,73,28,38.36,86.00,47.64,47.64,172,28,117.0,2897,117
8-6-8-24-2108365186,100089,73,23,31.51,48.50,16.99,16.99,97,103,114.0,1047,114
1-7-7-18-1892096912,100085,73,30,41.10,98.50,57.40,57.40,197,3,84.0,957,84
1-4-2-13-273782992,100043,72,54,75.00,100.00,25.00,25.00,200,0,78.0,1310,78
8-2-2-9-1878588822,100047,72,57,79.17,100.00,20.83,20.83,200,0,72.0,867,72
6-7-7-10-68406559,100074,72,58,80.56,100.00,19.44,19.44,200,0,54.0,206,54
4-2-1-24-1756242950,100069,72,0,0.00,3.50,3.50,3.50,7,193,114.0,2700,114
8-4-5-10-686840448,100041,72,24,33.33,97.00,63.67,63.67,194,6,72.0,416,72
8-5-8-23-1671950465,400014,72,27,37.50,75.00,37.50,37.50,150,50,108.0,2383,108
6-3-1-22-1204730496,100069,72,15,20.83,79.50,58.67,58.67,159,41,114.0,2890,114
9-5-3-10-503697207,100080,72,38,52.78,100.00,47.22,47.22,200,0,69.0,912,69
7-4-3-13-1749872033,100004,72,4,5.56,98.50,92.94,92.94,197,3,60.0,180,60
5-7-3-14-901818911,100094,71,14,19.72,93.00,73.28,73.28,186,14,99.0,913,99
7-7-6-15-1499527353,100096,71,10,14.08,72.50,58.42,58.42,145,55,96.0,1624,96
3-7-2-21-45738289,400013,71,17,23.94,84.00,60.06,60.06,168,32,108.0,4362,108
6-9-8-20-489632853,100097,71,16,22.54,53.00,30.46,30.46,106,94,84.0,252,84
8-9-5-11-1481336117,100026,71,34,47.89,100.00,52.11,52.11,200,0,54.0,161,54
7-1-3-20-1880689196,100095,71,29,40.85,100.00,59.15,59.15,200,0,90.0,728,90
8-8-1-11-301672068,200012,71,27,38.03,95.00,56.97,56.97,190,10,54.0,241,54
3-6-3-15-1503066049,400012,71,44,61.97,97.50,35.53,35.53,195,5,108.0,1339,108
3-5-2-11-1211956090,100016,71,49,69.01,100.00,30.99,30.99,200,0,66.0,371,66
6-1-2-22-440451441,100087,71,8,11.27,89.00,77.73,77.73,178,22,102.0,963,102
1-8-8-22-21055421,100061,71,12,16.90,88.50,71.60,71.60,177,23,102.0,1113,102
9-4-2-10-812242237,100048,71,45,63.38,95.00,31.62,31.62,190,10,66.0,950,66
8-2-5-11-742698670,200004,70,39,55.71,100.00,44.29,44.29,200,0,48.0,127,48
5-8-5-12-127554235,100030,70,40,57.14,86.00,28.86,28.86,172,28,66.0,222,66
1-2-1-13-532015611,100088,70,25,35.71,68.00,32.29,32.29,136,64,72.0,1953,72
6-9-4-16-1499280548,200013,70,53,75.71,99.00,23.29,23.29,198,2,63.0,154,63
3-2-2-20-1791970988,500001,70,4,5.71,99.50,93.79,93.79,199,1,78.0,269,78
1-9-2-23-2078117819,100063,70,19,27.14,98.50,71.36,71.36,197,3,99.0,1396,99
9-6-8-9-705959943,100081,70,44,62.86,100.00,37.14,37.14,200,0,72.0,1600,72
6-7-2-16-1358780837,100066,70,11,15.71,61.00,45.29,45.29,122,78,93.0,2145,93
3-8-6-14-16681316,400015,70,31,44.29,98.50,54.21,54.21,197,3,90.0,807,90
8-2-4-17-1146919053,100083,70,19,27.14,50.50,23.36,23.36,101,99,90.0,467,90
8-1-6-15-1660648767,100020,70,37,52.86,98.50,45.64,45.64,197,3,66.0,205,66
5-4-9-18-1634153531,400011,69,19,27.54,51.00,23.46,23.46,102,98,90.0,623,90
8-3-7-13-1285587923,100038,69,40,57.97,99.50,41.53,41.53,199,1,54.0,121,54
6-9-3-13-1472298568,100090,69,38,55.07,70.50,15.43,15.43,141,59,81.0,761,81
8-5-6-14-1442655864,400014,69,44,63.77,99.50,35.73,35.73,199,1,108.0,3534,108
7-7-3-21-1643597621,100065,69,23,33.33,99.00,65.67,65.67,198,2,108.0,1364,108
8-7-2-10-237179335,200053,69,39,56.52,98.50,41.98,41.98,197,3,72.0,504,72
8-4-4-18-422250158,400017,69,22,31.88,87.50,55.62,55.62,175,25,117.0,908,117
9-2-8-21-1128371590,400013,69,55,79.71,99.00,19.29,19.29,198,2,108.0,5542,108
6-9-9-11-579719762,200004,69,21,30.43,91.50,61.07,61.07,183,17,48.0,112,48
7-3-7-14-1095294160,100026,69,17,24.64,100.00,75.36,75.36,200,0,54.0,150,54
6-6-6-12-1968101215,100047,69,17,24.64,35.50,10.86,10.86,71,129,72.0,877,72
6-7-8-11-136792122,200003,68,21,30.88,100.00,69.12,69.12,200,0,42.0,73,42
9-2-3-9-220308406,100033,68,47,69.12,93.00,23.88,23.88,186,14,60.0,443,60
5-2-4-13-104130224,100046,68,41,60.29,99.50,39.21,39.21,199,1,57.0,243,57
7-5-5-12-1826286366,100096,68,19,27.94,90.00,62.06,62.06,180,20,96.0,2330,96
1-6-7-25-176070385,100094,68,22,32.35,42.50,10.15,10.15,85,115,99.0,784,99
9-6-1-20-326930949,100069,68,1,1.47,74.50,73.03,73.03,149,51,114.0,2984,114
1-7-5-19-164177167,100058,68,33,48.53,96.50,47.97,47.97,193,7,84.0,1268,84
9-4-2-14-1340141039,100016,68,53,77.94,100.00,22.06,22.06,200,0,66.0,308,66
6-7-1-14-418468701,100026,68,27,39.71,100.00,60.29,60.29,200,0,54.0,193,54
1-1-2-10-968073523,100043,68,54,79.41,100.00,20.59,20.59,200,0,78.0,1223,78
5-1-2-16-1778388297,100085,68,30,44.12,97.00,52.88,52.88,194,6,84.0,892,84
4-1-9-19-756150489,100078,68,36,52.94,85.00,32.06,32.06,170,30,81.0,1300,81
6-5-9-10-996880835,200003,68,29,42.65,100.00,57.35,57.35,200,0,42.0,96,42
4-1-8-19-1812331794,100078,68,35,51.47,99.00,47.53,47.53,198,2,81.0,1496,81
6-9-1-23-883672495,400012,68,12,17.65,78.50,60.85,60.85,157,43,108.0,1261,108
8-9-1-14-2074029409,100004,68,1,1.47,100.00,98.53,98.53,200,0,60.0,230,60
7-3-1-18-2038388373,100007,68,34,50.00,81.50,31.50,31.50,163,37,69.0,274,69
8-5-7-14-333403465,100083,68,19,27.94,75.50,47.56,47.56,151,49,90.0,614,90
8-3-2-25-1778146455,100064,68,4,5.88,56.00,50.12,50.12,112,88,126.0,1435,126
7-2-4-22-1682411522,400017,68,29,42.65,99.50,56.85,56.85,199,1,117.0,1093,117
7-5-8-9-189931052,100009,68,35,51.47,100.00,48.53,48.53,200,0,42.0,94,42
6-2-3-12-1722741130,100057,68,34,50.00,80.00,30.00,30.00,160,40,72.0,515,72
4-5-4-14-561393089,100005,67,42,62.69,97.50,34.81,34.81,195,5,66.0,222,66
7-2-4-22-1113587906,400017,67,7,10.45,81.00,70.55,70.55,162,38,117.0,1056,117
3-2-2-20-64400346,500001,67,8,11.94,100.00,88.06,88.06,200,0,78.0,314,78
8-8-4-18-1302497646,100063,67,14,20.90,68.00,47.10,47.10,136,64,99.0,619,99
4-6-7-13-590324397,200010,67,19,28.36,70.50,42.14,42.14,141,59,57.0,237,57
1-9-7-21-2037985160,100096,67,45,67.16,93.00,25.84,25.84,186,14,96.0,2375,96
6-6-1-21-1296410416,100066,67,13,19.40,93.50,74.10,74.10,187,13,93.0,2830,93
7-6-3-23-1713944274,400014,67,9,13.43,36.00,22.57,22.57,72,128,108.0,2065,108
2-1-1-24-296124853,100089,67,35,52.24,99.00,46.76,46.76,198,2,114.0,1493,114
9-1-7-12-553728291,100072,67,31,46.27,100.00,53.73,53.73,200,0,63.0,531,63
8-6-9-14-1392385917,100031,67,34,50.75,100.00,49.25,49.25,200,0,60.0,146,60
9-5-2-8-1346888384,100009,67,34,50.75,99.00,48.25,48.25,198,2,42.0,140,42
2-8-4-15-801530961,100062,66,8,12.12,82.50,70.38,70.38,165,35,72.0,519,72
5-3-3-15-1343008630,100004,66,3,4.55,74.00,69.45,69.45,148,52,60.0,129,60
3-9-3-8-2045459716,200015,66,18,27.27,100.00,72.73,72.73,200,0,54.0,369,54
7-1-5-16-946117077,100090,66,28,42.42,88.00,45.58,45.58,176,24,81.0,885,81
6-9-1-23-1316181784,400012,66,21,31.82,97.00,65.18,65.18,194,6,108.0,1232,108
8-6-9-19-1944576543,100086,66,1,1.52,10.50,8.98,8.98,21,179,117.0,947,117
1-5-6-15-1841715456,100075,66,13,19.70,92.00,72.30,72.30,184,16,84.0,5977,84
8-9-1-14-621279510,100004,66,2,3.03,99.00,95.97,95.97,198,2,60.0,219,60
6-8-3-16-517863230,100051,66,3,4.55,96.50,91.95,91.95,193,7,105.0,1108,105
4-5-4-19-2071429492,100052,66,4,6.06,86.50,80.44,80.44,173,27,120.0,606,120
5-8-2-17-1068726455,100013,66,49,74.24,97.00,22.76,22.76,194,6,72.0,250,72
5-4-2-14-1785123334,100096,66,23,34.85,62.50,27.65,27.65,125,75,96.0,2087,96
7-9-5-12-1369060682,100067,66,24,36.36,36.50,0.14,0.14,73,127,90.0,2219,90
2-1-1-11-2008193589,100080,66,44,66.67,99.50,32.83,32.83,199,1,69.0,869,69
8-1-5-24-1908201824,100087,66,29,43.94,97.00,53.06,53.06,194,6,102.0,963,102
8-6-2-21-1498318012,100084,66,10,15.15,91.50,76.35,76.35,183,17,102.0,2701,102
1-3-3-9-1456410235,100040,66,44,66.67,78.00,11.33,11.33,156,44,48.0,558,48
8-9-4-25-78883447,100052,66,2,3.03,19.00,15.97,15.97,38,162,120.0,664,120
2-3-9-11-1560894747,100030,65,43,66.15,94.50,28.35,28.35,189,11,66.0,372,66
9-7-4-12-771442316,100037,65,28,43.08,97.50,54.42,54.42,195,5,66.0,307,66
7-4-4-17-543744405,100037,65,36,55.38,77.00,21.62,21.62,154,46,66.0,167,66
5-2-2-14-1759140697,100076,65,45,69.23,97.50,28.27,28.27,195,5,90.0,774,90
1-6-5-15-1539205653,100075,65,16,24.62,86.00,61.38,61.38,172,28,84.0,5477,84
4-3-1-18-2067818351,100087,65,16,24.62,93.00,68.38,68.38,186,14,102.0,1983,102
4-3-1-17-709327573,100043,65,35,53.85,51.00,-2.85,2.85,102,98,78.0,522,78
8-1-8-16-295757756,100079,65,51,78.46,99.50,21.04,21.04,199,1,75.0,685,75
4-7-8-8-1446568746,100040,65,20,30.77,69.50,38.73,38.73,139,61,48.0,367,48
1-9-4-21-709816689,100096,65,6,9.23,39.00,29.77,29.77,78,122,96.0,2171,96
3-3-1-18-1815399536,100051,65,19,29.23,90.50,61.27,61.27,181,19,105.0,1283,105
7-6-4-19-395558223,100070,65,11,16.92,83.50,66.58,66.58,167,33,117.0,1285,117
